time,alpha=0.0,alpha=0.5,alpha=1.0
9.909999999999999432e+01,9.266849999999999810e-01,9.453749999999999654e-01,9.263019999999999587e-01
1.000999999999999943e+02,9.263850000000000140e-01,9.449929999999999719e-01,9.259610000000000340e-01
1.100999999999999943e+02,9.229770000000000474e-01,9.416510000000000158e-01,9.225970000000000004e-01
1.200999999999999943e+02,9.194780000000000175e-01,9.381239999999999579e-01,9.190279999999999561e-01
1.300999999999999943e+02,9.162230000000000096e-01,9.346750000000000336e-01,9.156450000000000422e-01
1.400999999999999943e+02,9.128830000000000000e-01,9.312329999999999774e-01,9.123160000000000158e-01
1.500999999999999943e+02,9.096640000000000281e-01,9.281909999999999883e-01,9.090249999999999719e-01
1.600999999999999943e+02,9.066189999999999527e-01,9.249730000000000452e-01,9.056279999999999886e-01
1.700999999999999943e+02,9.036180000000000323e-01,9.215520000000000378e-01,9.025699999999999834e-01
1.800999999999999943e+02,9.004349999999999854e-01,9.185039999999999871e-01,8.991409999999999680e-01
1.900999999999999943e+02,8.972780000000000200e-01,9.152390000000000247e-01,8.958399999999999697e-01
2.000999999999999943e+02,8.943480000000000318e-01,9.122259999999999813e-01,8.927800000000000180e-01
2.100999999999999943e+02,8.917770000000000419e-01,9.090679999999999872e-01,8.896870000000000056e-01
2.200999999999999943e+02,8.887080000000000535e-01,9.060850000000000293e-01,8.866140000000000132e-01
2.300999999999999943e+02,8.855790000000000051e-01,9.030730000000000146e-01,8.835389999999999633e-01
2.400999999999999943e+02,8.827530000000000099e-01,9.000690000000000079e-01,8.804309999999999636e-01
2.500999999999999943e+02,8.797420000000000240e-01,8.973769999999999802e-01,8.776570000000000205e-01
2.601000000000000227e+02,8.768780000000000463e-01,8.943459999999999743e-01,8.747660000000000435e-01
2.701000000000000227e+02,8.739019999999999566e-01,8.913849999999999829e-01,8.717219999999999969e-01
2.801000000000000227e+02,8.711039999999999894e-01,8.886119999999999575e-01,8.688449999999999784e-01
2.901000000000000227e+02,8.684309999999999530e-01,8.854899999999999993e-01,8.661609999999999587e-01
3.001000000000000227e+02,8.655929999999999458e-01,8.829489999999999839e-01,8.632549999999999946e-01
3.101000000000000227e+02,8.628770000000000051e-01,8.799439999999999484e-01,8.605469999999999509e-01
3.201000000000000227e+02,8.605239999999999556e-01,8.772149999999999670e-01,8.579229999999999912e-01
3.301000000000000227e+02,8.576430000000000442e-01,8.744300000000000406e-01,8.552530000000000410e-01
3.401000000000000227e+02,8.550410000000000510e-01,8.718120000000000314e-01,8.525270000000000348e-01
3.501000000000000227e+02,8.525460000000000260e-01,8.691050000000000164e-01,8.499729999999999785e-01
3.601000000000000227e+02,8.497599999999999598e-01,8.663490000000000357e-01,8.472800000000000331e-01
3.701000000000000227e+02,8.472509999999999764e-01,8.637890000000000290e-01,8.444850000000000412e-01
3.801000000000000227e+02,8.445939999999999559e-01,8.610809999999999853e-01,8.418729999999999825e-01
3.901000000000000227e+02,8.422119999999999607e-01,8.587360000000000548e-01,8.393260000000000165e-01
4.001000000000000227e+02,8.396919999999999940e-01,8.562579999999999636e-01,8.368759999999999533e-01
4.101000000000000227e+02,8.373559999999999892e-01,8.536019999999999719e-01,8.342380000000000351e-01
4.201000000000000227e+02,8.345820000000000460e-01,8.511539999999999662e-01,8.318809999999999816e-01
4.301000000000000227e+02,8.321929999999999605e-01,8.486329999999999707e-01,8.294920000000000071e-01
4.401000000000000227e+02,8.297109999999999763e-01,8.461440000000000072e-01,8.269429999999999836e-01
4.501000000000000227e+02,8.274989999999999846e-01,8.435080000000000355e-01,8.243869999999999809e-01
4.601000000000000227e+02,8.249370000000000314e-01,8.410769999999999635e-01,8.219309999999999672e-01
4.701000000000000227e+02,8.225529999999999786e-01,8.386090000000000488e-01,8.194979999999999487e-01
4.801000000000000227e+02,8.202059999999999906e-01,8.361709999999999976e-01,8.172509999999999497e-01
4.901000000000000227e+02,8.180699999999999639e-01,8.337930000000000064e-01,8.146349999999999980e-01
5.001000000000000227e+02,8.153510000000000479e-01,8.311370000000000147e-01,8.124270000000000103e-01
5.101000000000000227e+02,8.132850000000000357e-01,8.288940000000000197e-01,8.100829999999999975e-01
5.201000000000000227e+02,8.109669999999999934e-01,8.265959999999999974e-01,8.078830000000000178e-01
5.301000000000000227e+02,8.086510000000000087e-01,8.241079999999999517e-01,8.053350000000000231e-01
5.401000000000000227e+02,8.062179999999999902e-01,8.217109999999999692e-01,8.030530000000000168e-01
5.501000000000000227e+02,8.040159999999999529e-01,8.192709999999999715e-01,8.008300000000000418e-01
5.601000000000000227e+02,8.018979999999999997e-01,8.170570000000000332e-01,7.983949999999999658e-01
5.701000000000000227e+02,7.995609999999999662e-01,8.147410000000000485e-01,7.961789999999999701e-01
5.801000000000000227e+02,7.974400000000000377e-01,8.123730000000000118e-01,7.938110000000000444e-01
5.901000000000000227e+02,7.951380000000000114e-01,8.101589999999999625e-01,7.918070000000000386e-01
6.001000000000000227e+02,7.929929999999999479e-01,8.078440000000000065e-01,7.894290000000000473e-01
6.101000000000000227e+02,7.907760000000000344e-01,8.058239999999999847e-01,7.871719999999999828e-01
6.201000000000000227e+02,7.886809999999999654e-01,8.034909999999999553e-01,7.850890000000000368e-01
6.301000000000000227e+02,7.865339999999999554e-01,8.012510000000000465e-01,7.827950000000000186e-01
6.401000000000000227e+02,7.843280000000000252e-01,7.992160000000000375e-01,7.808169999999999833e-01
6.501000000000000227e+02,7.823900000000000299e-01,7.969570000000000265e-01,7.784470000000000001e-01
6.601000000000000227e+02,7.802620000000000111e-01,7.948490000000000277e-01,7.763849999999999918e-01
6.701000000000000227e+02,7.780559999999999699e-01,7.925630000000000175e-01,7.743769999999999820e-01
6.801000000000000227e+02,7.760629999999999473e-01,7.904799999999999605e-01,7.719890000000000363e-01
6.901000000000000227e+02,7.739780000000000548e-01,7.883050000000000335e-01,7.700540000000000163e-01
7.001000000000000227e+02,7.717079999999999496e-01,7.861219999999999875e-01,7.681200000000000250e-01
7.101000000000000227e+02,7.695109999999999451e-01,7.839859999999999607e-01,7.660630000000000495e-01
7.201000000000000227e+02,7.676819999999999755e-01,7.817840000000000344e-01,7.640109999999999957e-01
7.301000000000000227e+02,7.657270000000000465e-01,7.796939999999999982e-01,7.618310000000000359e-01
7.401000000000000227e+02,7.636039999999999495e-01,7.777519999999999989e-01,7.598279999999999479e-01
7.501000000000000227e+02,7.615640000000000187e-01,7.756779999999999786e-01,7.578030000000000044e-01
7.601000000000000227e+02,7.594229999999999592e-01,7.735600000000000254e-01,7.559489999999999821e-01
7.701000000000000227e+02,7.577249999999999819e-01,7.717720000000000136e-01,7.537909999999999888e-01
7.801000000000000227e+02,7.556319999999999704e-01,7.698260000000000103e-01,7.519120000000000248e-01
7.901000000000000227e+02,7.537019999999999831e-01,7.679249999999999687e-01,7.499580000000000135e-01
8.001000000000000227e+02,7.518479999999999608e-01,7.657289999999999930e-01,7.481529999999999569e-01
8.101000000000000227e+02,7.497989999999999933e-01,7.638089999999999602e-01,7.461130000000000262e-01
8.201000000000000227e+02,7.479090000000000460e-01,7.617639999999999967e-01,7.440930000000000044e-01
8.301000000000000227e+02,7.461710000000000287e-01,7.598059999999999814e-01,7.422009999999999996e-01
8.401000000000000227e+02,7.440900000000000292e-01,7.578660000000000396e-01,7.404410000000000158e-01
8.501000000000000227e+02,7.423440000000000039e-01,7.559169999999999501e-01,7.384650000000000380e-01
8.601000000000000227e+02,7.405819999999999625e-01,7.541809999999999903e-01,7.365270000000000428e-01
8.701000000000000227e+02,7.385490000000000110e-01,7.521919999999999717e-01,7.346789999999999710e-01
8.801000000000000227e+02,7.367970000000000352e-01,7.504410000000000247e-01,7.327890000000000237e-01
8.901000000000000227e+02,7.348820000000000352e-01,7.484669999999999934e-01,7.309269999999999934e-01
9.001000000000000227e+02,7.330240000000000089e-01,7.466669999999999696e-01,7.291029999999999456e-01
9.101000000000000227e+02,7.312689999999999468e-01,7.446920000000000206e-01,7.271999999999999575e-01
9.201000000000000227e+02,7.295120000000000493e-01,7.427880000000000038e-01,7.255719999999999947e-01
9.301000000000000227e+02,7.275249999999999773e-01,7.411069999999999602e-01,7.237130000000000507e-01
9.401000000000000227e+02,7.258059999999999512e-01,7.393060000000000187e-01,7.218809999999999949e-01
9.501000000000000227e+02,7.238980000000000414e-01,7.374140000000000139e-01,7.202699999999999658e-01
9.601000000000000227e+02,7.220820000000000016e-01,7.354570000000000274e-01,7.185240000000000515e-01
9.701000000000000227e+02,7.205409999999999870e-01,7.338409999999999656e-01,7.167510000000000270e-01
9.801000000000000227e+02,7.185390000000000388e-01,7.318930000000000158e-01,7.149799999999999489e-01
9.901000000000000227e+02,7.169079999999999897e-01,7.301149999999999585e-01,7.132760000000000211e-01
1.000100000000000023e+03,7.152190000000000492e-01,7.283929999999999572e-01,7.114470000000000516e-01
1.100099999999999909e+03,6.987240000000000117e-01,7.112410000000000121e-01,6.949020000000000197e-01
1.200099999999999909e+03,6.826360000000000205e-01,6.947780000000000067e-01,6.791740000000000554e-01
1.300099999999999909e+03,6.677880000000000482e-01,6.794160000000000199e-01,6.638870000000000049e-01
1.400099999999999909e+03,6.531270000000000131e-01,6.650000000000000355e-01,6.498810000000000420e-01
1.500099999999999909e+03,6.399629999999999486e-01,6.509970000000000478e-01,6.359430000000000360e-01
1.600099999999999909e+03,6.270270000000000010e-01,6.377049999999999663e-01,6.227200000000000513e-01
1.700099999999999909e+03,6.145110000000000294e-01,6.253520000000000190e-01,6.106270000000000309e-01
1.800099999999999909e+03,6.029489999999999572e-01,6.130900000000000238e-01,5.990550000000000042e-01
1.900099999999999909e+03,5.918710000000000360e-01,6.017890000000000184e-01,5.882290000000000019e-01
2.000099999999999909e+03,5.812089999999999756e-01,5.910779999999999923e-01,5.776310000000000056e-01
2.100099999999999909e+03,5.711880000000000290e-01,5.809220000000000494e-01,5.675339999999999829e-01
2.200099999999999909e+03,5.617929999999999868e-01,5.710979999999999945e-01,5.579499999999999460e-01
2.300099999999999909e+03,5.529410000000000158e-01,5.616210000000000369e-01,5.487610000000000543e-01
2.400099999999999909e+03,5.441599999999999770e-01,5.529180000000000206e-01,5.401390000000000358e-01
2.500099999999999909e+03,5.362019999999999564e-01,5.445910000000000473e-01,5.316910000000000247e-01
2.600099999999999909e+03,5.280209999999999626e-01,5.364389999999999992e-01,5.240070000000000006e-01
2.700099999999999909e+03,5.205089999999999995e-01,5.285940000000000083e-01,5.162020000000000497e-01
2.800099999999999909e+03,5.131710000000000438e-01,5.215750000000000108e-01,5.090449999999999697e-01
2.900099999999999909e+03,5.062470000000000026e-01,5.144279999999999964e-01,5.022649999999999615e-01
3.000099999999999909e+03,4.994239999999999791e-01,5.077460000000000306e-01,4.956380000000000230e-01
3.100099999999999909e+03,4.931630000000000180e-01,5.011010000000000186e-01,4.894789999999999974e-01
3.200099999999999909e+03,4.872210000000000152e-01,4.950080000000000036e-01,4.834189999999999876e-01
3.300099999999999909e+03,4.811239999999999961e-01,4.890010000000000190e-01,4.776389999999999803e-01
3.400099999999999909e+03,4.757730000000000015e-01,4.834499999999999909e-01,4.721659999999999746e-01
3.500099999999999909e+03,4.702890000000000126e-01,4.781449999999999867e-01,4.668089999999999740e-01
3.600099999999999909e+03,4.653760000000000119e-01,4.728339999999999765e-01,4.616219999999999768e-01
3.700099999999999909e+03,4.604440000000000199e-01,4.677419999999999911e-01,4.566450000000000231e-01
3.800099999999999909e+03,4.556700000000000195e-01,4.627519999999999967e-01,4.519420000000000104e-01
3.900099999999999909e+03,4.511549999999999727e-01,4.583960000000000257e-01,4.475339999999999874e-01
4.000099999999999909e+03,4.470899999999999874e-01,4.535460000000000047e-01,4.432360000000000189e-01
4.100100000000000364e+03,4.428360000000000074e-01,4.495370000000000199e-01,4.392949999999999910e-01
4.200100000000000364e+03,4.390060000000000073e-01,4.456950000000000078e-01,4.353099999999999747e-01
4.300100000000000364e+03,4.355419999999999847e-01,4.414540000000000131e-01,4.316550000000000109e-01
4.400100000000000364e+03,4.316780000000000062e-01,4.381039999999999934e-01,4.280370000000000008e-01
4.500100000000000364e+03,4.280919999999999725e-01,4.346349999999999936e-01,4.247290000000000232e-01
4.600100000000000364e+03,4.249910000000000077e-01,4.312190000000000190e-01,4.215729999999999755e-01
4.700100000000000364e+03,4.217170000000000085e-01,4.280309999999999948e-01,4.183520000000000016e-01
4.800100000000000364e+03,4.187540000000000151e-01,4.249769999999999937e-01,4.150229999999999753e-01
4.900100000000000364e+03,4.152870000000000172e-01,4.221570000000000045e-01,4.122799999999999798e-01
5.000100000000000364e+03,4.124189999999999801e-01,4.191130000000000133e-01,4.093780000000000197e-01
5.100100000000000364e+03,4.098950000000000093e-01,4.164240000000000164e-01,4.068169999999999842e-01
5.200100000000000364e+03,4.073209999999999886e-01,4.139829999999999899e-01,4.042410000000000170e-01
5.300100000000000364e+03,4.049570000000000114e-01,4.115219999999999989e-01,4.018079999999999985e-01
5.400100000000000364e+03,4.025219999999999909e-01,4.089760000000000062e-01,3.996629999999999905e-01
5.500100000000000364e+03,4.000190000000000135e-01,4.066069999999999962e-01,3.972729999999999873e-01
5.600100000000000364e+03,3.980839999999999934e-01,4.044690000000000230e-01,3.949420000000000153e-01
5.700100000000000364e+03,3.961810000000000054e-01,4.024070000000000147e-01,3.931540000000000035e-01
5.800100000000000364e+03,3.939810000000000256e-01,4.001799999999999802e-01,3.910080000000000222e-01
5.900100000000000364e+03,3.921479999999999966e-01,3.980049999999999977e-01,3.891350000000000087e-01
6.000100000000000364e+03,3.902499999999999858e-01,3.960940000000000016e-01,3.871760000000000201e-01
6.100100000000000364e+03,3.884989999999999832e-01,3.943650000000000211e-01,3.853300000000000058e-01
6.200100000000000364e+03,3.865830000000000100e-01,3.926160000000000205e-01,3.833429999999999893e-01
6.300100000000000364e+03,3.849369999999999736e-01,3.911959999999999882e-01,3.819980000000000042e-01
6.400100000000000364e+03,3.831200000000000161e-01,3.894719999999999849e-01,3.803449999999999886e-01
6.500100000000000364e+03,3.818170000000000175e-01,3.878139999999999921e-01,3.787949999999999928e-01
6.600100000000000364e+03,3.803989999999999871e-01,3.862869999999999915e-01,3.774310000000000165e-01
6.700100000000000364e+03,3.789939999999999976e-01,3.848239999999999994e-01,3.759080000000000199e-01
6.800100000000000364e+03,3.773790000000000200e-01,3.835930000000000173e-01,3.741479999999999806e-01
6.900100000000000364e+03,3.761079999999999979e-01,3.821269999999999945e-01,3.729879999999999862e-01
7.000100000000000364e+03,3.748480000000000145e-01,3.807340000000000169e-01,3.717779999999999974e-01
7.100100000000000364e+03,3.736990000000000034e-01,3.794139999999999735e-01,3.706990000000000007e-01
7.200100000000000364e+03,3.724870000000000125e-01,3.780499999999999972e-01,3.697099999999999831e-01
7.300100000000000364e+03,3.713199999999999834e-01,3.769719999999999738e-01,3.687420000000000142e-01
7.400100000000000364e+03,3.700939999999999785e-01,3.759319999999999884e-01,3.676740000000000008e-01
7.500100000000000364e+03,3.688830000000000164e-01,3.748580000000000245e-01,3.664620000000000100e-01
7.600100000000000364e+03,3.681420000000000248e-01,3.742170000000000218e-01,3.654109999999999858e-01
7.700100000000000364e+03,3.672529999999999961e-01,3.732590000000000074e-01,3.644459999999999922e-01
7.800100000000000364e+03,3.662719999999999865e-01,3.724560000000000093e-01,3.635769999999999835e-01
7.900100000000000364e+03,3.655070000000000263e-01,3.716380000000000239e-01,3.627400000000000069e-01
8.000100000000000364e+03,3.646650000000000169e-01,3.705519999999999925e-01,3.619669999999999832e-01
8.100100000000000364e+03,3.636400000000000188e-01,3.699319999999999831e-01,3.612920000000000020e-01
8.200100000000000364e+03,3.630680000000000018e-01,3.692280000000000006e-01,3.604189999999999894e-01
8.300100000000000364e+03,3.622569999999999957e-01,3.682819999999999983e-01,3.595880000000000187e-01
8.400100000000000364e+03,3.615030000000000188e-01,3.676679999999999948e-01,3.590280000000000138e-01
8.500100000000000364e+03,3.610470000000000068e-01,3.670129999999999781e-01,3.583930000000000171e-01
8.600100000000000364e+03,3.603750000000000009e-01,3.664569999999999772e-01,3.577899999999999969e-01
8.700100000000000364e+03,3.597819999999999907e-01,3.656200000000000006e-01,3.570559999999999845e-01
8.800100000000000364e+03,3.591409999999999880e-01,3.649569999999999759e-01,3.564550000000000218e-01
8.900100000000000364e+03,3.586529999999999996e-01,3.644519999999999982e-01,3.560559999999999836e-01
9.000100000000000364e+03,3.579970000000000097e-01,3.638009999999999855e-01,3.551759999999999917e-01
9.100100000000000364e+03,3.575229999999999797e-01,3.632170000000000121e-01,3.546719999999999873e-01
9.200100000000000364e+03,3.567930000000000268e-01,3.625849999999999906e-01,3.538040000000000074e-01
9.300100000000000364e+03,3.564950000000000063e-01,3.621229999999999727e-01,3.535460000000000269e-01
9.400100000000000364e+03,3.558580000000000076e-01,3.615070000000000228e-01,3.532609999999999917e-01
9.500100000000000364e+03,3.556340000000000057e-01,3.610920000000000241e-01,3.526210000000000178e-01
9.600100000000000364e+03,3.554039999999999977e-01,3.612589999999999968e-01,3.521449999999999858e-01
9.700100000000000364e+03,3.547390000000000265e-01,3.605820000000000136e-01,3.517520000000000091e-01
9.800100000000000364e+03,3.544160000000000088e-01,3.600149999999999739e-01,3.511529999999999929e-01
9.900100000000000364e+03,3.542159999999999753e-01,3.596190000000000220e-01,3.507089999999999930e-01
1.000010000000000036e+04,3.542830000000000146e-01,3.590439999999999743e-01,3.504240000000000133e-01
